candidate_id,adm3_name,adm4_name,adm4_pcode,lat,lon,spatial_group,gap_score,population_score,is_rural,safety_score,elevation_score,nearest_tower_km,population_2020,earthquake_score,cyclone_score,flood_score,elevation_m,label_suitability_score,optimal_site,label_source
57,Thanlyin,Bo Gyoke,MMR013023020,16.746555224938934,96.2346845735472,Thanlyin,0.0589207368816985,0.758953982902121,1,0.4899408369934611,0.08108108108108109,1.4730184220424631,19799.49371004105,0.4937433339475661,0.6025155276740514,0.0,4.0,40.465806,0,dashboard_rule_top_quartile_v1
58,Thanlyin,Nyaung Thone Pin,MMR013023021,16.7688388455687,96.27177782949838,Thanlyin,0.0553927715018011,0.7428689171685691,1,0.5098151897299457,0.10810810810810811,1.3848192875450278,16054.115273952484,0.471039858792266,0.5986728686441875,0.0,5.0,40.433492,0,dashboard_rule_top_quartile_v1
59,Thanlyin,Hpa Yar Kone,MMR013023022,16.722645993266735,96.28521340143097,Thanlyin,0.0586716193412669,0.8202638676365511,1,0.5304482365199995,0.5675675675675675,1.4667904835316747,44031.20804524422,0.4364829738742095,0.6569415712461495,0.0,22.0,48.753161,1,dashboard_rule_top_quartile_v1
60,Thanlyin,La Har Yet,MMR013023023,16.871798804691043,96.33974987193449,Thanlyin,0.1160869086241097,0.6941573187810655,1,0.5292617444385334,0.08108108108108109,2.9021727156027435,8507.281002044678,0.4614872752010199,0.5231604776039981,0.0,4.0,41.354317,0,dashboard_rule_top_quartile_v1
61,Thanlyin,Ka Dat Hpyar,MMR013023024,16.84561432561802,96.33655203949124,Thanlyin,0.1781802971843086,0.639568265537464,1,0.5356493260213673,0.10810810810810811,4.454507429607716,4175.342524290085,0.4492879428069966,0.5497061506179041,0.0,5.0,42.768066,0,dashboard_rule_top_quartile_v1
62,Thanlyin,Nyaung Lay Pin,MMR013023025,16.82661965124514,96.32152744799234,Thanlyin,0.1802373775966983,0.6580114293063408,1,0.530005414431644,0.13513513513513514,4.505934439917458,5310.395390510559,0.4536783969558901,0.5624529877056637,0.0,6.0,43.633136,0,dashboard_rule_top_quartile_v1
63,Thanlyin,Ku Lar Wea,MMR013023026,16.809328627893116,96.30566927735438,Thanlyin,0.1459152918237041,0.7003491856373343,1,0.5232067740404828,0.10810810810810811,3.647882295592604,9222.50358581543,0.4598415517925895,0.5728527129054409,0.0,5.0,42.982916,0,dashboard_rule_top_quartile_v1
64,Thanlyin,Say Lone Gyi,MMR013023027,16.717861274375743,96.33265698359054,Thanlyin,0.1515744832728909,0.5761582239074075,1,0.5663764100658112,0.13513513513513514,3.7893620818222735,1826.3091118335724,0.3885984052341947,0.6887663032341556,0.0,6.0,40.692513,0,dashboard_rule_top_quartile_v1
65,Thanlyin,Chaung Sauk,MMR013023028,16.726105462682945,96.34709041160733,Thanlyin,0.2219756959177906,0.5472876116530048,1,0.5757722272584637,0.16216216216216217,5.549392397944766,1253.198995232582,0.3777755329922772,0.6874571313206714,0.0,7.0,43.128426,0,dashboard_rule_top_quartile_v1
66,Thanlyin,Urban,MMR013023701,16.764031631169093,96.23788142046229,Thanlyin,0.0236606686596019,0.8545104438466763,0,0.4875662675849169,0.1891891891891892,0.5915167164900496,68808.91952371597,0.499567850606343,0.5853403959979431,0.0,8.0,29.924821,0,dashboard_rule_top_quartile_v1
