radio,MCC,MNC,TAC,CID,LON,LAT,RANGE,averageSignal,Network,adm3_name
UMTS,414,1,353,2704198,96.18049621582,16.807022094727,1000,0,MPT,Tamwe
UMTS,414,1,353,2703024,96.177749633789,16.808395385742,1000,0,MPT,Tamwe
UMTS,414,1,353,2704205,96.179122924805,16.807022094727,1000,0,MPT,Tamwe
UMTS,414,1,357,2771460,96.133804,16.806107,1000,0,MPT,Sanchaung
UMTS,414,1,353,2703924,96.181183,16.807022,1000,0,MPT,Tamwe
UMTS,414,1,356,2768211,96.135177612305,16.785049438477,1000,0,MPT,Ahlone
UMTS,414,1,356,2768183,96.147537231445,16.778182983398,1000,0,MPT,Lanmadaw
UMTS,414,1,351,2079345,96.061019897461,17.19841003418,1000,0,MPT,Hmawbi
UMTS,414,1,356,2768205,96.135864,16.783676,1000,0,MPT,Ahlone
UMTS,414,1,351,2043209,96.061019897461,17.19841003418,1000,0,MPT,Hmawbi
UMTS,414,1,351,2043215,96.061019897461,17.19841003418,1000,0,MPT,Hmawbi
UMTS,414,1,351,2076247,96.061019897461,17.19841003418,1000,0,MPT,Hmawbi
UMTS,414,1,351,2043212,96.061019897461,17.19841003418,1000,0,MPT,Hmawbi
UMTS,414,1,357,2767827,96.135177612305,16.785049438477,1000,0,MPT,Ahlone
UMTS,414,1,358,2894015,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894031,96.142044,16.931076,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894028,96.141129,16.931076,1000,0,MPT,Mingaladon
UMTS,414,1,357,2799477,96.135177612305,16.785049438477,1000,0,MPT,Ahlone
UMTS,414,1,357,2767824,96.135177612305,16.785049438477,1000,0,MPT,Ahlone
UMTS,414,1,358,2893655,96.143074,16.901779,3209,0,MPT,Mingaladon
UMTS,414,1,358,2893661,96.142044,16.928787,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894018,96.142044,16.929474,1000,0,MPT,Mingaladon
UMTS,414,1,358,2903755,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893658,96.142044,16.927872,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893955,96.131058,16.893265,1000,0,MPT,Insein
UMTS,414,1,357,2767550,96.131057739258,16.804275512695,1000,0,MPT,Sanchaung
UMTS,414,1,353,2703158,96.181869506836,16.811141967773,1000,0,MPT,Tamwe
UMTS,414,1,360,2902699,96.200409,17.08992,1000,0,MPT,Hlegu
UMTS,414,1,360,2902702,96.201095581055,17.091293334961,1000,0,MPT,Hlegu
UMTS,414,1,360,2902696,96.199722,17.089233,1000,0,MPT,Hlegu
UMTS,414,1,358,2894163,96.142044,16.930275,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894160,96.142044067383,16.929244995117,1000,0,MPT,Mingaladon
UMTS,414,1,358,2937470,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2937467,96.148911,16.930618,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894025,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,353,2703918,96.183243,16.807022,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,353,2703920,96.183586,16.810799,1000,0,MPT,Tamwe
UMTS,414,1,357,2767551,96.134491,16.802216,1000,0,MPT,Sanchaung
UMTS,414,1,353,2703919,96.179122924805,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,1511,9909005,96.16813659668,16.818008422852,1000,0,MPT,Tamwe
UMTS,414,1,358,2894155,96.15303,16.934738,1000,0,MPT,Mingaladon
UMTS,414,1,356,2788030,96.157150268555,16.779556274414,1000,0,MPT,Pabedan
UMTS,414,1,351,2903758,96.14616394043,16.933364868164,1000,0,MPT,Mingaladon
UMTS,414,1,351,2051448,96.143417358398,16.931991577148,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894158,96.15509,16.930618,1000,0,MPT,Mingaladon
UMTS,414,1,358,2903758,96.142044067383,16.931991577148,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894776,96.148910522461,16.93473815918,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894782,96.148911,16.933823,1000,0,MPT,Mingaladon
UMTS,414,1,351,2045079,96.089859008789,16.853713989258,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,358,2895517,96.162643432617,16.899032592773,1000,0,MPT,North Okkalapa
UMTS,414,1,352,2044048,96.113204956055,16.860580444336,1000,0,MPT,Mayangone
UMTS,414,1,352,2041680,96.10221862793,16.857833862305,1000,0,MPT,Mayangone
UMTS,414,1,352,2042680,96.106338500977,16.85920715332,1000,0,MPT,Mayangone
UMTS,414,1,352,2042270,96.120071,16.861267,1000,0,MPT,Mayangone
UMTS,414,1,358,2895520,96.161270141602,16.897659301758,1000,0,MPT,North Okkalapa
UMTS,414,1,358,2903606,96.16333,16.901093,1000,0,MPT,North Okkalapa
UMTS,414,1,352,2050355,96.126937866211,16.828994750977,1000,0,MPT,Kamaryut
UMTS,414,1,352,2041754,96.110458374023,16.882553100586,1000,0,MPT,Insein
UMTS,414,1,355,2716959,96.23405456543,16.850967407227,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,360,2895880,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2895880,96.142044067383,16.929244995117,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894779,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,351,2042462,96.061019897461,16.91276550293,1000,0,MPT,Hlaingtharya (West)
UMTS,414,1,352,2046230,96.093978881836,16.882553100586,1000,0,MPT,Insein
UMTS,414,1,351,2043174,96.059646606445,16.911392211914,1000,0,MPT,Hlaingtharya (West)
UMTS,414,1,360,2895877,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894087,96.166763305664,16.885299682617,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,360,2894813,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894378,96.166763305664,16.885299682617,1000,0,MPT,Dagon Myothit (North)
GSM,414,1,301,14723,96.142044067383,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2898151,96.16127,16.882553,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,353,2703021,96.17775,16.808853,1000,0,MPT,Tamwe
UMTS,414,1,353,2703917,96.183243,16.811417,1000,0,MPT,Tamwe
UMTS,414,1,358,2894375,96.166763305664,16.885299682617,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2897996,96.153505,16.889074,1408,0,MPT,North Okkalapa
GSM,414,1,301,14112,96.162643,16.8853,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,357,2771441,96.136551,16.803589,1000,0,MPT,Sanchaung
UMTS,414,1,357,2771439,96.137924194336,16.801528930664,1000,0,MPT,Sanchaung
UMTS,414,1,357,2797810,96.153030395508,16.807022094727,1000,0,MPT,Bahan
UMTS,414,1,358,2900242,96.151657,16.844376,1000,0,MPT,Mayangone
UMTS,414,1,351,2043815,96.039047241211,17.098159790039,1000,0,MPT,Hmawbi
UMTS,414,1,351,2042662,96.029434204102,17.10090637207,1000,0,MPT,Hmawbi
UMTS,414,1,351,2050294,96.019821166992,17.105026245117,1000,0,MPT,Hmawbi
UMTS,414,1,351,2050295,96.015701293945,17.109146118164,1000,0,MPT,Hmawbi
UMTS,414,1,351,2043224,96.010208129883,17.117385864258,1000,0,MPT,Hmawbi
UMTS,414,1,351,2076258,96.007461547852,17.120132446289,1000,0,MPT,Hmawbi
UMTS,414,1,351,2091537,96.059646606445,17.106399536133,1000,0,MPT,Hmawbi
GSM,414,1,307,13571,96.049347,17.10434,1000,0,MPT,Hmawbi
UMTS,414,1,353,2734561,96.192855834961,16.81526184082,1000,0,MPT,Thingangyun
UMTS,414,1,354,2740427,96.280746459961,16.672439575195,1000,0,MPT,Thanlyin
UMTS,414,1,360,2896076,96.131906,16.996683,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894249,96.134628,17.026749,1000,0,MPT,Mingaladon
UMTS,414,1,358,2937469,96.158282,16.93296,1000,0,MPT,Mingaladon
UMTS,414,1,351,2076148,96.052780151367,17.192916870117,1000,0,MPT,Hmawbi
UMTS,414,1,360,2902359,96.147537,16.973877,1000,0,MPT,Mingaladon
UMTS,414,1,351,2079343,96.050033569336,17.133865356445,1000,0,MPT,Hmawbi
UMTS,414,1,360,2901330,96.148813,16.971791,1000,0,MPT,Mingaladon
UMTS,414,1,360,2901327,96.148677,16.970948,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894381,96.166763305664,16.885299682617,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2937466,96.157852,16.932055,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894246,96.133804321289,17.028121948242,1000,0,MPT,Mingaladon
UMTS,414,1,351,2076238,96.055526733398,17.106399536133,1000,0,MPT,Hmawbi
UMTS,414,1,353,2703999,96.193619,16.815872,1000,0,MPT,Thingangyun
UMTS,414,1,353,2704002,96.193405,16.816086,1000,0,MPT,Thingangyun
UMTS,414,1,354,2699582,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,355,2699950,96.203842163086,16.785049438477,1000,0,MPT,Thaketa
UMTS,414,1,354,2703181,96.201782,16.773376,1000,0,MPT,Dawbon
UMTS,414,1,354,2705872,96.258773803711,16.679306030273,1000,0,MPT,Thanlyin
UMTS,414,1,354,2701050,96.203842163086,16.78092956543,1000,0,MPT,Thaketa
UMTS,414,1,354,2705871,96.261520385742,16.677932739258,1000,0,MPT,Thanlyin
UMTS,414,1,356,2767513,96.170883178711,16.772689819336,1000,0,MPT,Botahtaung
UMTS,414,1,354,2699950,96.203842163086,16.783676147461,1000,0,MPT,Thaketa
UMTS,414,1,354,2704638,96.207962036133,16.791915893555,1000,0,MPT,Thaketa
UMTS,414,1,354,2699951,96.203842163086,16.783676147461,1000,0,MPT,Thaketa
UMTS,414,1,354,2703180,96.20246887207,16.779556274414,1000,0,MPT,Thaketa
UMTS,414,1,356,2767516,96.170883178711,16.772689819336,1000,0,MPT,Botahtaung
GSM,414,1,305,53551,96.148396,16.798267,1000,0,MPT,Dagon
GSM,414,1,305,14351,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,353,2699587,96.163101,16.8116,1000,0,MPT,Bahan
UMTS,414,1,358,2893683,96.155776977539,16.856460571289,1000,0,MPT,Mayangone
UMTS,414,1,356,2768583,96.15097,16.774063,1000,0,MPT,Latha
UMTS,414,1,358,2893660,96.133289,16.889935,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893657,96.139138,16.889611,1000,0,MPT,Mayangone
UMTS,414,1,354,2699583,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,358,2898038,96.147733,16.87294,1000,0,MPT,Mayangone
UMTS,414,1,358,2898035,96.148911,16.872744,1000,0,MPT,Mayangone
UMTS,414,1,356,2806039,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,358,2893679,96.156601,16.850143,1000,0,MPT,Mayangone
UMTS,414,1,358,2893677,96.155776977539,16.85920715332,1000,0,MPT,Mayangone
UMTS,414,1,354,2699579,96.173629760742,16.77131652832,1000,0,MPT,Botahtaung
UMTS,414,1,358,2893962,96.130795,16.889034,1000,0,MPT,Insein
UMTS,414,1,358,2893663,96.135627,16.891373,1096,0,MPT,Mayangone
UMTS,414,1,356,2788409,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,356,2771416,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,356,2787990,96.172943,16.769943,1000,0,MPT,Botahtaung
UMTS,414,1,358,2898032,96.157150268555,16.856460571289,1000,0,MPT,Mayangone
UMTS,414,1,358,2898026,96.157150268555,16.856460571289,1000,0,MPT,Mayangone
UMTS,414,1,358,2893857,96.150283813477,16.875686645508,1000,0,MPT,Mayangone
UMTS,414,1,357,2799378,96.132627,16.818008,1000,0,MPT,Kamaryut
UMTS,414,1,356,2771419,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,356,2806033,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,358,2893963,96.124191,16.888733,1000,0,MPT,Insein
UMTS,414,1,356,2771413,96.173629760742,16.769943237305,1000,0,MPT,Botahtaung
UMTS,414,1,358,2893680,96.155776977539,16.857833862305,1000,0,MPT,Mayangone
UMTS,414,1,358,2893960,96.124191,16.886673,1000,0,MPT,Insein
UMTS,414,1,353,2699593,96.162918,16.811142,1000,0,MPT,Bahan
UMTS,414,1,357,2770020,96.140671,16.792603,1000,0,MPT,Dagon
UMTS,414,1,354,2699585,96.173629760742,16.768569946289,1000,0,MPT,Botahtaung
UMTS,414,1,353,2734501,96.176376342773,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,353,2733241,96.176376342773,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,357,2767545,96.132431030273,16.804275512695,1000,0,MPT,Sanchaung
UMTS,414,1,357,2767548,96.132431030273,16.804275512695,1000,0,MPT,Sanchaung
UMTS,414,1,358,2893958,96.131057739258,16.892166137695,1000,0,MPT,Insein
UMTS,414,1,1511,9897259,96.18049621582,16.804275512695,1000,0,MPT,Tamwe
UMTS,414,1,1511,9897262,96.18049621582,16.804275512695,1000,0,MPT,Tamwe
GSM,414,1,301,10052,96.134216,16.878433,1000,0,MPT,Mayangone
UMTS,414,1,358,2894122,96.133804321289,16.900405883789,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894119,96.133894,16.900251,1000,0,MPT,Mingaladon
UMTS,414,1,358,2937472,96.153511,16.927279,2388,0,MPT,Mingaladon
UMTS,414,1,356,2788110,96.151657104492,16.774063110352,1000,0,MPT,Latha
UMTS,414,1,359,2893838,96.211395,16.855087,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,358,2895488,96.158905,16.89227,1000,0,MPT,North Okkalapa
UMTS,414,1,359,2896490,96.21208190918,16.861953735352,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2895560,96.210251,16.850052,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,353,2703605,96.207962,16.829681,1000,0,MPT,Thingangyun
UMTS,414,1,359,2894076,96.201095581055,16.885299682617,1000,0,MPT,Dagon Myothit (East)
UMTS,414,1,360,2043091,96.147537231445,16.93473815918,1000,0,MPT,Mingaladon
UMTS,414,1,358,2895486,96.161270141602,16.889419555664,1000,0,MPT,North Okkalapa
UMTS,414,1,353,2704493,96.207962,16.835175,1000,0,MPT,Thingangyun
UMTS,414,1,359,2898069,96.201095581055,16.882553100586,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2894075,96.198348999023,16.888046264648,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2902948,96.209335327148,16.866073608398,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2894782,96.14616394043,16.933364868164,1000,0,MPT,Mingaladon
UMTS,414,1,359,2894363,96.203842163086,16.879806518555,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2895648,96.194229125977,16.896286010742,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,353,2701253,96.207962036133,16.833114624023,1000,0,MPT,Thingangyun
UMTS,414,1,358,2894007,96.132431030273,16.927871704102,1000,0,MPT,Mingaladon
UMTS,414,1,358,2895485,96.161270141602,16.889419555664,1000,0,MPT,North Okkalapa
UMTS,414,1,359,2895563,96.210709,16.850281,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,359,2894357,96.20246887207,16.879806518555,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,356,2767915,96.15852355957,16.774063110352,1000,0,MPT,Kyauktada
UMTS,414,1,359,2936696,96.201095581055,16.882553100586,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2901410,96.214828,16.866074,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2901805,96.20246887207,16.88117980957,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,351,2894782,96.148910522461,16.93473815918,1000,0,MPT,Mingaladon
UMTS,414,1,356,2788050,96.15852355957,16.77131652832,1000,0,MPT,Kyauktada
UMTS,414,1,358,2937465,96.159896850586,16.933364868164,1000,0,MPT,Mingaladon
UMTS,414,1,353,2703923,96.187363,16.813202,1000,0,MPT,Thingangyun
UMTS,414,1,360,2902356,96.149826,16.944809,1121,0,MPT,Mingaladon
UMTS,414,1,358,2043088,96.14616394043,16.933364868164,1000,0,MPT,Mingaladon
UMTS,414,1,357,2788191,96.15852355957,16.77131652832,1000,0,MPT,Kyauktada
UMTS,414,1,358,2894157,96.154403686523,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,356,2798989,96.15852355957,16.77131652832,1000,0,MPT,Kyauktada
UMTS,414,1,351,2894007,96.132431030273,16.927871704102,1000,0,MPT,Mingaladon
UMTS,414,1,359,2896493,96.214142,16.86058,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2894098,96.187362670898,16.896286010742,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2894078,96.199036,16.88736,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2894082,96.199722290039,16.886672973633,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,353,2701280,96.177749633789,16.808395385742,1000,0,MPT,Tamwe
UMTS,414,1,353,2702857,96.207962036133,16.841354370117,1000,0,MPT,Thingangyun
UMTS,414,1,359,2898066,96.201095581055,16.883926391602,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,353,2704834,96.207962,16.839294,1000,0,MPT,Thingangyun
UMTS,414,1,359,2895650,96.192855834961,16.899032592773,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2937468,96.159896850586,16.933364868164,1000,0,MPT,Mingaladon
UMTS,414,1,359,2894360,96.20246887207,16.88117980957,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2901390,96.196975708008,16.89079284668,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,359,2894079,96.199722290039,16.886672973633,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,353,2703749,96.188735961914,16.838607788086,1000,0,MPT,South Okkalapa
UMTS,414,1,353,2703755,96.188735961914,16.838607788086,1000,0,MPT,South Okkalapa
UMTS,414,1,357,2769895,96.129684,16.807709,1000,0,MPT,Sanchaung
GSM,414,1,305,16993,96.128311,16.798782,1000,0,MPT,Sanchaung
GSM,414,1,304,16162,96.126937866211,16.798782348633,1000,0,MPT,Kyeemyindaing
GSM,414,1,304,18853,96.134079,16.802078,1000,0,MPT,Sanchaung
UMTS,414,1,353,2703304,96.169224,16.812515,1000,0,MPT,Bahan
UMTS,414,1,353,2704452,96.170425,16.813889,1000,0,MPT,Tamwe
UMTS,414,1,353,2701255,96.199722290039,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,353,2707051,96.198348999023,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,353,2707054,96.198348999023,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,358,2901046,96.198348999023,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,353,2704005,96.193199,16.815262,1000,0,MPT,Thingangyun
UMTS,414,1,354,2740430,96.280746459961,16.672439575195,1000,0,MPT,Thanlyin
UMTS,414,1,353,2704492,96.198348999023,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,353,2705315,96.198807,16.836411,1000,0,MPT,Thingangyun
UMTS,414,1,353,2705410,96.18049621582,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,354,2704920,96.225814819336,16.800155639648,1000,0,MPT,Thaketa
UMTS,414,1,353,2740004,96.172714,16.811142,1000,0,MPT,Tamwe
UMTS,414,1,353,2701302,96.175003051758,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,357,2767954,96.156601,16.807297,1000,0,MPT,Bahan
UMTS,414,1,353,2704695,96.173629760742,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2699592,96.159896850586,16.809768676758,1000,0,MPT,Bahan
UMTS,414,1,353,2699590,96.164016723633,16.811141967773,1000,0,MPT,Bahan
UMTS,414,1,353,2705411,96.183242797852,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2704689,96.173629760742,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2701147,96.177749633789,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2704694,96.176376342773,16.812515258789,1000,0,MPT,Tamwe
UMTS,414,1,353,2703022,96.175003051758,16.811141967773,1000,0,MPT,Tamwe
UMTS,414,1,353,2704451,96.172256469727,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2740001,96.172256469727,16.811141967773,1000,0,MPT,Tamwe
UMTS,414,1,353,2704692,96.173629760742,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,357,2767960,96.156876,16.807571,1000,0,MPT,Bahan
UMTS,414,1,353,2701305,96.175003051758,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,353,2807240,96.148910522461,16.826248168945,1000,0,MPT,Bahan
UMTS,414,1,358,2893943,96.143417,16.879463,1000,0,MPT,Mayangone
UMTS,414,1,358,2893937,96.144791,16.878433,1000,0,MPT,Mayangone
UMTS,414,1,358,2893940,96.144447,16.878433,1000,0,MPT,Mayangone
UMTS,414,1,353,2704449,96.170654,16.813889,1000,0,MPT,Tamwe
UMTS,414,1,353,2740643,96.16539,16.820068,1000,0,MPT,Bahan
UMTS,414,1,353,2704672,96.176376342773,16.807022094727,1000,0,MPT,Tamwe
UMTS,414,1,353,2740005,96.170883178711,16.812515258789,1000,0,MPT,Tamwe
UMTS,414,1,353,2703073,96.176376342773,16.805648803711,1000,0,MPT,Tamwe
UMTS,414,1,353,2704675,96.176376342773,16.807022094727,1000,0,MPT,Tamwe
UMTS,414,1,353,2703020,96.17569,16.811142,1000,0,MPT,Tamwe
UMTS,414,1,353,2703070,96.176376342773,16.805648803711,1000,0,MPT,Tamwe
UMTS,414,1,353,2740828,96.176376,16.820755,1000,0,MPT,Tamwe
UMTS,414,1,353,2704453,96.173606,16.815262,1000,0,MPT,Tamwe
UMTS,414,1,353,2740640,96.164703,16.820068,1000,0,MPT,Bahan
UMTS,414,1,353,2740637,96.164016723633,16.820755004883,1000,0,MPT,Bahan
UMTS,414,1,353,2701282,96.176376342773,16.808395385742,1000,0,MPT,Tamwe
UMTS,414,1,353,2701285,96.176376342773,16.808395385742,1000,0,MPT,Tamwe
UMTS,414,1,357,2771297,96.137238,16.807022,1000,0,MPT,Sanchaung
UMTS,414,1,353,2699790,96.176376342773,16.796035766602,1000,0,MPT,Tamwe
UMTS,414,1,353,2705459,96.176376342773,16.804275512695,1000,0,MPT,Tamwe
UMTS,414,1,353,2705458,96.177749633789,16.804275512695,1000,0,MPT,Tamwe
UMTS,414,1,356,2767804,96.167221,16.785049,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,356,2767675,96.155776977539,16.778182983398,1000,0,MPT,Pabedan
UMTS,414,1,358,2893949,96.151657104492,16.850967407227,1000,0,MPT,Mayangone
UMTS,414,1,353,2707073,96.192855834961,16.81526184082,1000,0,MPT,Thingangyun
UMTS,414,1,357,2797046,96.152344,16.826935,1000,0,MPT,Mayangone
UMTS,414,1,358,2894875,96.148453,16.873856,1000,0,MPT,Mayangone
UMTS,414,1,353,2701329,96.159896850586,16.828994750977,1000,0,MPT,Yankin
UMTS,414,1,358,2898037,96.141081,16.869179,1000,0,MPT,Mayangone
UMTS,414,1,353,2733621,96.159896850586,16.82487487793,1000,0,MPT,Bahan
UMTS,414,1,353,2807233,96.154403686523,16.828994750977,1000,0,MPT,Mayangone
UMTS,414,1,353,2807239,96.154403686523,16.828994750977,1000,0,MPT,Mayangone
UMTS,414,1,358,2898041,96.148911,16.871567,1000,0,MPT,Mayangone
UMTS,414,1,353,2701132,96.157150268555,16.827621459961,1000,0,MPT,Yankin
UMTS,414,1,357,2797809,96.154403686523,16.827621459961,1000,0,MPT,Bahan
UMTS,414,1,353,2701332,96.160355,16.828537,1000,0,MPT,Yankin
UMTS,414,1,358,2896178,96.142021,16.866306,1000,0,MPT,Mayangone
UMTS,414,1,358,2894878,96.147537,16.873627,1000,0,MPT,Mayangone
UMTS,414,1,358,2896175,96.142515,16.866769,1000,0,MPT,Mayangone
UMTS,414,1,353,2701131,96.15303,16.825562,1000,0,MPT,Bahan
UMTS,414,1,353,2731573,96.165390014648,16.811141967773,1000,0,MPT,Bahan
UMTS,414,1,353,2701335,96.162643432617,16.830368041992,1000,0,MPT,Yankin
UMTS,414,1,353,2704298,96.154403686523,16.828994750977,1000,0,MPT,Mayangone
UMTS,414,1,353,2734320,96.160583,16.824875,1000,0,MPT,Yankin
UMTS,414,1,353,2741890,96.161270141602,16.82487487793,1000,0,MPT,Yankin
UMTS,414,1,353,2701325,96.165390014648,16.819381713867,1000,0,MPT,Bahan
UMTS,414,1,301,2898035,96.147537231445,16.872940063477,1000,0,MPT,Mayangone
UMTS,414,1,353,2701327,96.163101,16.830826,1000,0,MPT,Yankin
UMTS,414,1,358,2893748,96.147537231445,16.872940063477,1000,0,MPT,Mayangone
UMTS,414,1,358,2893676,96.157150268555,16.850967407227,1000,0,MPT,Mayangone
UMTS,414,1,353,2740645,96.164016723633,16.820755004883,1000,0,MPT,Bahan
UMTS,414,1,357,2799186,96.154403686523,16.827621459961,1000,0,MPT,Bahan
GSM,414,1,301,12731,96.146164,16.87294,1000,0,MPT,Mayangone
GSM,414,1,301,11021,96.148224,16.87191,1000,0,MPT,Mayangone
GSM,414,1,301,12051,96.145706,16.873856,1000,0,MPT,Mayangone
UMTS,414,1,358,2900235,96.151485,16.846848,1000,0,MPT,Mayangone
UMTS,414,1,358,2904130,96.135177612305,16.88117980957,1000,0,MPT,Mayangone
UMTS,414,1,358,2900241,96.150088,16.846063,1000,0,MPT,Mayangone
UMTS,414,1,353,2704495,96.198348999023,16.835861206055,1000,0,MPT,Thingangyun
UMTS,414,1,357,2769427,96.121444702148,16.816635131836,1000,0,MPT,Kyeemyindaing
UMTS,414,1,357,2770827,96.121444702148,16.816635131836,1000,0,MPT,Kyeemyindaing
UMTS,414,1,357,2770824,96.121444702148,16.816635131836,1000,0,MPT,Kyeemyindaing
GSM,414,1,301,11192,96.131401,16.896114,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894040,96.139297485352,16.904525756836,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893632,96.132431030273,16.897659301758,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893631,96.134702,16.900889,1000,0,MPT,Mingaladon
UMTS,414,1,358,2894037,96.139984,16.904526,1000,0,MPT,Mingaladon
UMTS,414,1,353,2699602,96.175003051758,16.842727661133,1000,0,MPT,South Okkalapa
UMTS,414,1,358,2900622,96.18049621582,16.845474243164,1000,0,MPT,South Okkalapa
UMTS,414,1,358,2903210,96.16813659668,16.849594116211,1000,0,MPT,South Okkalapa
UMTS,414,1,353,2707055,96.181869506836,16.844100952148,1000,0,MPT,South Okkalapa
UMTS,414,1,353,2706502,96.185989379883,16.83723449707,1000,0,MPT,South Okkalapa
UMTS,414,1,353,2741644,96.183242797852,16.841354370117,1000,0,MPT,South Okkalapa
UMTS,414,1,358,2903879,96.176376,16.843414,1000,0,MPT,South Okkalapa
UMTS,414,1,358,2041793,96.13655090332,16.879806518555,1000,0,MPT,Mayangone
UMTS,414,1,352,2041793,96.13655090332,16.879806518555,1000,0,MPT,Mayangone
UMTS,414,1,358,2893629,96.137238,16.899033,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893628,96.136551,16.90123,1000,0,MPT,Mingaladon
